,accelerate,brakes,speed,Cluster
51087,1.0,1.0,0.0,0
51086,1.0,0.0,1.0,0
51085,0.0,2.0,0.0,0
81357,0.0,1.0,1.0,0
51083,0.0,0.0,0.0,0
51082,0.0,0.0,0.0,0
81356,0.0,1.0,1.0,0
51081,1.0,1.0,0.0,0
81358,0.0,1.0,2.0,0
51078,0.0,2.0,1.0,0
51077,0.0,2.0,1.0,0
51076,0.0,2.0,0.0,0
51075,1.0,1.0,0.0,0
51074,0.0,0.0,0.0,0
51080,1.0,2.0,0.0,0
51072,0.0,1.0,2.0,0
51089,1.0,2.0,1.0,0
51091,0.0,1.0,1.0,0
81347,0.0,0.0,0.0,0
81348,0.0,1.0,1.0,0
81349,0.0,2.0,0.0,0
81350,1.0,0.0,2.0,0
81352,1.0,1.0,0.0,0
51100,0.0,2.0,1.0,0
51090,0.0,1.0,2.0,0
81353,0.0,2.0,0.0,0
51097,0.0,1.0,2.0,0
51096,0.0,2.0,1.0,0
81354,1.0,1.0,1.0,0
51094,1.0,1.0,1.0,0
81355,1.0,0.0,2.0,0
51092,1.0,2.0,0.0,0
51098,1.0,0.0,1.0,0
51001,1.0,1.0,2.0,0
51000,0.0,1.0,0.0,0
50999,2.0,2.0,1.0,0
50896,0.0,1.0,1.0,0
50897,1.0,2.0,1.0,0
50898,0.0,0.0,1.0,0
81421,1.0,1.0,0.0,0
50900,1.0,2.0,1.0,0
50901,0.0,1.0,0.0,0
50902,0.0,1.0,1.0,0
50903,1.0,1.0,0.0,0
81420,0.0,1.0,1.0,0
50905,1.0,1.0,2.0,0
50906,1.0,1.0,1.0,0
50907,1.0,2.0,1.0,0
81419,2.0,2.0,1.0,0
50909,1.0,0.0,0.0,0
50910,1.0,1.0,0.0,0
50911,0.0,1.0,1.0,0
50912,1.0,0.0,0.0,0
50926,1.0,0.0,1.0,0
50925,0.0,0.0,1.0,0
50924,0.0,0.0,1.0,0
50923,0.0,2.0,0.0,0
50922,1.0,1.0,1.0,0
81417,1.0,2.0,2.0,0
81423,0.0,2.0,1.0,0
50920,0.0,0.0,1.0,0
50918,0.0,1.0,1.0,0
50917,1.0,1.0,0.0,0
81418,1.0,1.0,2.0,0
50915,0.0,0.0,1.0,0
50914,1.0,1.0,0.0,0
50913,0.0,2.0,1.0,0
50919,0.0,2.0,2.0,0
50894,0.0,0.0,3.0,0
50893,1.0,0.0,1.0,0
81424,0.0,0.0,2.0,0
50873,1.0,2.0,0.0,0
50872,0.0,2.0,0.0,0
81430,1.0,2.0,1.0,0
50870,0.0,1.0,0.0,0
50869,0.0,2.0,0.0,0
50868,1.0,1.0,1.0,0
50874,0.0,0.0,0.0,0
50867,0.0,2.0,1.0,0
81433,0.0,1.0,2.0,0
50864,1.0,0.0,1.0,0
81434,1.0,2.0,0.0,0
50862,0.0,0.0,1.0,0
50861,0.0,0.0,1.0,0
50860,1.0,1.0,0.0,0
50866,0.0,1.0,1.0,0
50927,1.0,1.0,0.0,0
50875,0.0,0.0,1.0,0
81428,0.0,0.0,1.0,0
50891,1.0,1.0,1.0,0
50890,0.0,2.0,0.0,0
50889,0.0,2.0,0.0,0
50888,0.0,2.0,1.0,0
50887,0.0,0.0,1.0,0
50886,0.0,1.0,0.0,0
81429,1.0,2.0,1.0,0
50885,0.0,1.0,0.0,0
81426,1.0,0.0,0.0,0
50882,0.0,0.0,1.0,0
50881,1.0,0.0,1.0,0
50880,0.0,0.0,1.0,0
50879,1.0,2.0,1.0,0
81427,1.0,1.0,1.0,0
50884,0.0,2.0,0.0,0
81415,1.0,1.0,0.0,0
50929,1.0,1.0,0.0,0
50930,0.0,0.0,1.0,0
81396,0.0,1.0,0.0,0
81397,1.0,0.0,1.0,0
50978,0.0,0.0,0.0,0
50977,0.0,1.0,1.0,0
50976,0.0,1.0,0.0,0
50975,1.0,0.0,0.0,0
81394,0.0,1.0,1.0,0
50974,1.0,2.0,0.0,0
50972,0.0,2.0,0.0,0
50971,0.0,2.0,0.0,0
81398,1.0,2.0,1.0,0
50969,0.0,2.0,1.0,0
81400,0.0,0.0,1.0,0
81401,1.0,2.0,1.0,0
50973,0.0,1.0,2.0,0
50966,0.0,1.0,0.0,0
50982,0.0,2.0,1.0,0
50984,1.0,0.0,0.0,0
50998,0.0,2.0,0.0,0
50997,0.0,1.0,1.0,0
50996,0.0,2.0,1.0,0
50995,0.0,2.0,0.0,0
50994,0.0,1.0,1.0,0
50993,1.0,0.0,0.0,0
50983,1.0,2.0,1.0,0
50992,0.0,1.0,0.0,0
50990,2.0,0.0,2.0,0
81392,0.0,2.0,1.0,0
50988,1.0,0.0,1.0,0
50987,1.0,2.0,1.0,0
81393,1.0,2.0,1.0,0
50985,0.0,1.0,1.0,0
81391,1.0,1.0,0.0,0
81337,1.0,1.0,1.0,0
50965,1.0,0.0,1.0,0
50963,1.0,1.0,1.0,0
50944,1.0,1.0,1.0,0
50943,0.0,1.0,1.0,0
50942,0.0,1.0,1.0,0
81410,1.0,1.0,1.0,0
50940,0.0,0.0,0.0,0
50939,1.0,0.0,2.0,0
81408,1.0,1.0,2.0,0
50938,1.0,1.0,0.0,0
81412,0.0,0.0,1.0,0
81413,1.0,0.0,0.0,0
50934,1.0,1.0,1.0,0
50933,0.0,1.0,0.0,0
50932,0.0,2.0,1.0,0
81414,0.0,1.0,1.0,0
81411,1.0,0.0,1.0,0
50964,1.0,0.0,1.0,0
50946,1.0,0.0,0.0,0
81407,1.0,0.0,1.0,0
81402,1.0,0.0,1.0,0
50961,0.0,2.0,0.0,0
50960,1.0,1.0,0.0,0
50959,0.0,1.0,1.0,0
50958,1.0,0.0,1.0,0
50957,1.0,0.0,1.0,0
50947,0.0,2.0,1.0,0
50956,0.0,0.0,1.0,0
50954,1.0,1.0,0.0,0
50953,0.0,1.0,0.0,0
50952,0.0,0.0,1.0,0
50951,1.0,1.0,1.0,0
81406,0.0,0.0,0.0,0
50949,0.0,0.0,4.0,0
81405,0.0,2.0,0.0,0
81335,1.0,2.0,1.0,0
81334,0.0,1.0,1.0,0
81333,0.0,0.0,1.0,0
51324,1.0,1.0,1.0,0
81261,0.0,1.0,1.0,0
81258,0.0,0.0,1.0,0
51327,1.0,1.0,1.0,0
51328,0.0,2.0,0.0,0
81256,1.0,1.0,0.0,0
51330,0.0,1.0,1.0,0
81254,0.0,1.0,1.0,0
51332,0.0,1.0,1.0,0
51333,0.0,2.0,1.0,0
81253,0.0,1.0,0.0,0
81252,0.0,2.0,1.0,0
81250,0.0,0.0,1.0,0
51337,1.0,0.0,0.0,0
81249,0.0,1.0,1.0,0
51339,0.0,2.0,1.0,0
51340,2.0,1.0,1.0,0
51354,0.0,1.0,0.0,0
81246,0.0,1.0,3.0,0
51352,0.0,2.0,1.0,0
51351,0.0,0.0,1.0,0
51350,1.0,0.0,0.0,0
51349,0.0,1.0,0.0,0
51323,1.0,2.0,0.0,0
51348,0.0,1.0,2.0,0
51346,0.0,2.0,0.0,0
51345,0.0,2.0,2.0,0
81248,0.0,1.0,0.0,0
51343,0.0,2.0,0.0,0
51342,1.0,0.0,1.0,0
51341,1.0,1.0,0.0,0
81247,0.0,1.0,1.0,0
81263,0.0,0.0,1.0,0
51321,0.0,1.0,1.0,0
51320,1.0,1.0,1.0,0
81275,1.0,2.0,1.0,0
51300,1.0,2.0,0.0,0
81276,0.0,0.0,1.0,0
51298,1.0,2.0,1.0,0
81277,0.0,2.0,1.0,0
51296,1.0,1.0,2.0,0
51302,1.0,0.0,0.0,0
81281,1.0,2.0,1.0,0
81283,1.0,2.0,2.0,0
51292,0.0,2.0,0.0,0
51291,0.0,1.0,1.0,0
51290,0.0,0.0,1.0,0
81284,0.0,1.0,1.0,0
81286,0.0,1.0,1.0,0
81282,1.0,2.0,1.0,0
81245,1.0,0.0,0.0,0
81274,1.0,2.0,0.0,0
51305,0.0,2.0,0.0,0
51319,1.0,2.0,1.0,0
51318,0.0,2.0,1.0,0
51317,0.0,1.0,0.0,0
81265,0.0,1.0,0.0,0
51315,0.0,0.0,0.0,0
51314,1.0,0.0,1.0,0
81272,1.0,2.0,0.0,0
51313,0.0,2.0,0.0,0
51311,2.0,1.0,0.0,0
51310,0.0,0.0,2.0,0
81267,0.0,0.0,1.0,0
81268,1.0,2.0,0.0,0
81269,1.0,2.0,0.0,0
51306,1.0,2.0,1.0,0
81266,0.0,1.0,1.0,0
51356,1.0,2.0,2.0,0
81244,0.0,1.0,1.0,0
51358,0.0,1.0,2.0,0
51408,1.0,2.0,1.0,0
51407,0.0,1.0,0.0,0
51406,0.0,1.0,1.0,0
51405,0.0,1.0,0.0,0
51404,1.0,1.0,0.0,0
81225,1.0,1.0,0.0,0
51409,0.0,2.0,1.0,0
51402,0.0,1.0,0.0,0
51400,1.0,0.0,1.0,0
81226,1.0,0.0,0.0,0
51398,0.0,1.0,0.0,0
51397,2.0,0.0,1.0,0
51396,0.0,2.0,1.0,0
51395,1.0,1.0,0.0,0
51401,0.0,2.0,1.0,0
51394,0.0,1.0,0.0,0
51410,1.0,1.0,0.0,0
51412,0.0,1.0,1.0,0
51426,1.0,2.0,0.0,0
51425,1.0,2.0,0.0,0
51424,1.0,0.0,1.0,0
81222,0.0,0.0,1.0,0
51422,0.0,1.0,0.0,0
81223,1.0,1.0,2.0,0
51411,0.0,1.0,0.0,0
81224,1.0,0.0,1.0,0
51418,0.0,2.0,1.0,0
51417,0.0,0.0,1.0,0
51416,0.0,1.0,2.0,0
51415,1.0,1.0,1.0,0
51414,1.0,1.0,1.0,0
51413,1.0,0.0,1.0,0
51419,0.0,1.0,1.0,0
81287,1.0,2.0,1.0,0
81227,0.0,1.0,0.0,0
51391,0.0,2.0,1.0,0
51372,0.0,0.0,0.0,0
51371,1.0,1.0,0.0,0
51370,1.0,2.0,1.0,0
51369,1.0,1.0,1.0,0
81238,2.0,2.0,1.0,0
81239,1.0,0.0,0.0,0
81237,0.0,2.0,1.0,0
51366,0.0,1.0,0.0,0
51364,1.0,0.0,2.0,0
81240,2.0,1.0,1.0,0
51362,2.0,2.0,2.0,0
81241,1.0,2.0,1.0,0
81242,1.0,1.0,1.0,0
81243,0.0,1.0,0.0,0
51365,0.0,1.0,0.0,0
51392,0.0,2.0,1.0,0
51374,0.0,2.0,1.0,0
81236,1.0,2.0,0.0,0
81228,1.0,0.0,0.0,0
51389,0.0,0.0,1.0,0
81231,0.0,2.0,0.0,0
51387,1.0,2.0,0.0,0
81232,0.0,1.0,1.0,0
81233,0.0,0.0,1.0,0
51375,1.0,0.0,1.0,0
51384,0.0,1.0,1.0,0
51382,0.0,2.0,0.0,0
51381,0.0,2.0,1.0,0
51380,0.0,0.0,0.0,0
51379,0.0,2.0,1.0,0
51378,0.0,1.0,1.0,0
81235,0.0,2.0,2.0,0
81234,0.0,1.0,0.0,0
50859,1.0,1.0,1.0,0
51286,0.0,1.0,1.0,0
51284,1.0,2.0,1.0,0
51181,1.0,2.0,1.0,0
51182,0.0,1.0,3.0,0
51183,0.0,2.0,0.0,0
51184,0.0,0.0,1.0,0
81317,1.0,1.0,1.0,0
51186,1.0,2.0,1.0,0
51187,1.0,1.0,1.0,0
51188,1.0,1.0,1.0,0
51189,0.0,2.0,1.0,0
51190,0.0,1.0,1.0,0
81315,1.0,0.0,0.0,0
51192,1.0,1.0,0.0,0
51193,2.0,0.0,1.0,0
51194,1.0,1.0,1.0,0
51195,1.0,2.0,0.0,0
51196,1.0,0.0,1.0,0
81314,0.0,1.0,1.0,0
51211,0.0,2.0,1.0,0
51210,0.0,1.0,1.0,0
51209,2.0,2.0,1.0,0
81308,0.0,1.0,0.0,0
51207,0.0,1.0,1.0,0
81309,0.0,2.0,2.0,0
51180,0.0,1.0,1.0,0
51205,1.0,0.0,1.0,0
51203,0.0,0.0,0.0,0
51202,0.0,1.0,0.0,0
51201,0.0,1.0,1.0,0
81310,0.0,1.0,1.0,0
81313,1.0,0.0,0.0,0
51198,1.0,0.0,0.0,0
51204,0.0,0.0,0.0,0
51179,1.0,2.0,0.0,0
51178,1.0,0.0,2.0,0
51177,0.0,2.0,1.0,0
51158,0.0,1.0,0.0,0
51157,1.0,2.0,1.0,0
51156,1.0,2.0,0.0,0
81329,0.0,1.0,2.0,0
51154,0.0,0.0,1.0,0
51153,0.0,2.0,2.0,0
81327,0.0,1.0,1.0,0
51152,1.0,1.0,0.0,0
81330,1.0,2.0,0.0,0
81331,1.0,2.0,0.0,0
51148,0.0,1.0,1.0,0
51147,1.0,0.0,1.0,0
51146,0.0,1.0,1.0,0
81332,1.0,0.0,1.0,0
51151,0.0,2.0,0.0,0
81307,1.0,2.0,0.0,0
81326,1.0,0.0,0.0,0
81324,1.0,1.0,2.0,0
51176,1.0,0.0,1.0,0
51175,0.0,2.0,0.0,0
51174,1.0,2.0,0.0,0
51173,0.0,0.0,0.0,0
81318,1.0,1.0,1.0,0
51171,1.0,0.0,1.0,0
51161,0.0,2.0,1.0,0
51170,1.0,0.0,1.0,0
51168,0.0,1.0,1.0,0
51167,0.0,0.0,1.0,0
51166,0.0,2.0,1.0,0
81323,1.0,1.0,1.0,0
51164,1.0,1.0,1.0,0
51163,0.0,1.0,0.0,0
51169,1.0,1.0,2.0,0
51213,0.0,2.0,1.0,0
51214,1.0,1.0,1.0,0
81306,1.0,1.0,2.0,0
51265,1.0,0.0,0.0,0
51264,0.0,2.0,1.0,0
51263,1.0,0.0,1.0,0
51262,0.0,1.0,1.0,0
51261,1.0,0.0,0.0,0
51260,0.0,2.0,0.0,0
51266,0.0,2.0,0.0,0
51259,1.0,0.0,1.0,0
51257,1.0,2.0,0.0,0
81292,0.0,2.0,1.0,0
51255,1.0,1.0,0.0,0
51254,0.0,0.0,0.0,0
51253,0.0,0.0,1.0,0
51252,1.0,2.0,1.0,0
51258,1.0,2.0,1.0,0
81293,0.0,1.0,1.0,0
51267,1.0,2.0,1.0,0
51269,0.0,1.0,0.0,0
81288,0.0,1.0,2.0,0
51282,1.0,0.0,0.0,0
51281,2.0,2.0,0.0,0
51280,0.0,1.0,1.0,0
51279,1.0,0.0,1.0,0
51278,1.0,0.0,1.0,0
81290,0.0,1.0,2.0,0
51277,1.0,2.0,0.0,0
51275,1.0,1.0,1.0,0
51274,1.0,0.0,1.0,0
81289,1.0,1.0,0.0,0
51272,1.0,2.0,1.0,0
51271,0.0,2.0,1.0,0
51270,0.0,1.0,1.0,0
51276,0.0,0.0,1.0,0
51285,1.0,2.0,1.0,0
51250,0.0,1.0,0.0,0
81295,0.0,1.0,1.0,0
51229,1.0,1.0,1.0,0
51228,0.0,0.0,0.0,0
81302,1.0,0.0,0.0,0
81303,0.0,2.0,2.0,0
51225,0.0,1.0,0.0,0
51224,1.0,1.0,1.0,0
51230,0.0,1.0,0.0,0
81304,0.0,1.0,1.0,0
51221,1.0,2.0,0.0,0
51220,1.0,0.0,2.0,0
51219,0.0,1.0,0.0,0
51218,0.0,0.0,1.0,0
51217,1.0,0.0,0.0,0
81305,0.0,1.0,2.0,0
51222,1.0,2.0,0.0,0
81294,0.0,2.0,1.0,0
51231,1.0,2.0,0.0,0
51233,1.0,2.0,1.0,0
81296,1.0,1.0,0.0,0
51246,0.0,2.0,1.0,0
51245,1.0,2.0,1.0,0
51244,1.0,2.0,0.0,0
51243,1.0,2.0,1.0,0
51242,1.0,1.0,1.0,0
51232,0.0,1.0,1.0,0
81297,0.0,2.0,2.0,0
81298,0.0,1.0,0.0,0
81300,1.0,1.0,1.0,0
51237,1.0,2.0,0.0,0
51236,0.0,1.0,1.0,0
51235,1.0,1.0,2.0,0
51234,0.0,1.0,0.0,0
51240,0.0,0.0,1.0,0
50858,1.0,1.0,2.0,0
81435,1.0,1.0,1.0,0
50856,0.0,1.0,2.0,0
81605,0.0,1.0,0.0,0
81604,1.0,0.0,1.0,0
50469,1.0,1.0,1.0,0
81603,0.0,0.0,0.0,0
81602,1.0,0.0,0.0,0
50472,1.0,0.0,0.0,0
50473,0.0,1.0,1.0,0
50474,0.0,2.0,0.0,0
50475,0.0,2.0,1.0,0
50476,1.0,2.0,0.0,0
50477,1.0,2.0,1.0,0
81599,1.0,1.0,0.0,0
81598,1.0,1.0,0.0,0
50480,1.0,1.0,1.0,0
50481,0.0,1.0,1.0,0
81597,0.0,2.0,0.0,0
50483,0.0,0.0,0.0,0
50497,0.0,1.0,0.0,0
50496,0.0,2.0,0.0,0
50495,1.0,1.0,1.0,0
50494,0.0,0.0,1.0,0
50493,1.0,2.0,1.0,0
50492,0.0,0.0,1.0,0
50466,0.0,0.0,1.0,0
50491,0.0,1.0,0.0,0
50489,0.0,2.0,0.0,0
50488,0.0,1.0,0.0,0
81594,2.0,1.0,1.0,0
50486,0.0,1.0,1.0,0
81596,0.0,2.0,0.0,0
50484,0.0,1.0,1.0,0
50490,0.0,2.0,1.0,0
50465,0.0,0.0,0.0,0
50464,0.0,1.0,0.0,0
50463,1.0,1.0,0.0,0
50444,0.0,0.0,1.0,0
81611,0.0,1.0,1.0,0
50442,1.0,1.0,2.0,0
81612,0.0,2.0,1.0,0
50440,0.0,1.0,0.0,0
81613,1.0,1.0,1.0,0
50445,1.0,1.0,0.0,0
50438,0.0,0.0,1.0,0
81614,0.0,1.0,1.0,0
50435,0.0,2.0,1.0,0
50434,0.0,0.0,1.0,0
50433,0.0,1.0,0.0,0
50432,0.0,0.0,0.0,0
50431,0.0,2.0,0.0,0
50437,1.0,0.0,1.0,0
50498,0.0,2.0,0.0,0
50446,0.0,2.0,1.0,0
81608,0.0,2.0,2.0,0
50462,1.0,1.0,1.0,0
50461,1.0,1.0,2.0,0
50460,1.0,0.0,0.0,0
50459,0.0,1.0,0.0,0
50458,0.0,1.0,0.0,0
81606,0.0,0.0,1.0,0
81609,1.0,2.0,1.0,0
50456,0.0,1.0,1.0,0
50454,0.0,1.0,1.0,0
50453,1.0,1.0,1.0,0
50452,0.0,0.0,1.0,0
50451,0.0,1.0,0.0,0
50450,1.0,0.0,1.0,0
50449,0.0,1.0,1.0,0
81607,0.0,2.0,0.0,0
81593,0.0,0.0,1.0,0
50500,0.0,2.0,0.0,0
81592,0.0,1.0,0.0,0
50551,1.0,2.0,0.0,0
50550,1.0,2.0,1.0,0
81577,1.0,0.0,1.0,0
50548,0.0,2.0,0.0,0
50547,1.0,0.0,1.0,0
50546,1.0,2.0,1.0,0
50552,1.0,1.0,0.0,0
50545,2.0,1.0,1.0,0
81578,0.0,1.0,1.0,0
81579,1.0,2.0,1.0,0
81580,0.0,1.0,0.0,0
50540,1.0,1.0,2.0,0
50539,1.0,2.0,2.0,0
81581,0.0,0.0,1.0,0
50544,0.0,2.0,1.0,0
50537,1.0,0.0,1.0,0
50553,1.0,2.0,1.0,0
50555,1.0,0.0,0.0,0
50569,0.0,2.0,1.0,0
50568,1.0,0.0,0.0,0
50567,0.0,2.0,0.0,0
50566,0.0,2.0,1.0,0
50565,0.0,1.0,0.0,0
50564,1.0,1.0,0.0,0
50554,1.0,1.0,1.0,0
50563,1.0,1.0,2.0,0
50561,1.0,2.0,0.0,0
50560,0.0,2.0,1.0,0
50559,0.0,1.0,0.0,0
81575,0.0,1.0,1.0,0
81576,1.0,0.0,1.0,0
50556,1.0,0.0,1.0,0
81573,1.0,2.0,0.0,0
50430,0.0,1.0,0.0,0
50536,1.0,1.0,2.0,0
81582,0.0,1.0,0.0,0
50515,0.0,2.0,2.0,0
50514,1.0,2.0,0.0,0
50513,1.0,1.0,0.0,0
50512,1.0,2.0,1.0,0
81588,1.0,2.0,1.0,0
81589,0.0,1.0,2.0,0
50516,1.0,0.0,1.0,0
50509,1.0,0.0,0.0,0
50507,1.0,2.0,1.0,0
50506,0.0,2.0,0.0,0
50505,0.0,1.0,0.0,0
81590,1.0,2.0,1.0,0
50503,1.0,2.0,1.0,0
81591,1.0,2.0,0.0,0
50508,1.0,1.0,2.0,0
50535,0.0,0.0,1.0,0
50517,1.0,2.0,2.0,0
81587,1.0,0.0,1.0,0
81584,1.0,1.0,0.0,0
50532,0.0,0.0,0.0,0
81585,2.0,0.0,1.0,0
50530,0.0,1.0,1.0,0
50529,0.0,0.0,0.0,0
50528,1.0,1.0,0.0,0
50518,0.0,0.0,1.0,0
50527,1.0,1.0,0.0,0
81586,0.0,0.0,1.0,0
50524,0.0,2.0,1.0,0
50523,0.0,0.0,2.0,0
50522,0.0,2.0,0.0,0
50521,0.0,0.0,0.0,0
50520,0.0,1.0,1.0,0
50526,1.0,1.0,2.0,0
50570,0.0,1.0,0.0,0
81615,1.0,2.0,1.0,0
81616,0.0,2.0,1.0,0
81654,2.0,2.0,1.0,0
50325,0.0,2.0,0.0,0
50326,1.0,1.0,1.0,0
50327,0.0,0.0,1.0,0
50328,1.0,2.0,0.0,0
50329,0.0,2.0,0.0,0
50330,0.0,0.0,0.0,0
50331,0.0,2.0,1.0,0
50332,0.0,1.0,1.0,0
50333,0.0,0.0,1.0,0
50334,2.0,0.0,1.0,0
50335,1.0,0.0,1.0,0
50336,1.0,2.0,0.0,0
50337,0.0,1.0,1.0,0
50338,1.0,1.0,1.0,0
50339,0.0,1.0,2.0,0
50340,1.0,0.0,0.0,0
50354,0.0,0.0,2.0,0
50353,1.0,2.0,1.0,0
50352,0.0,1.0,1.0,0
50351,1.0,2.0,0.0,0
81652,0.0,0.0,1.0,0
50349,0.0,2.0,1.0,0
50323,0.0,0.0,1.0,0
50348,0.0,2.0,0.0,0
50346,0.0,1.0,0.0,0
50345,1.0,2.0,1.0,0
81653,1.0,0.0,2.0,0
50343,0.0,1.0,1.0,0
50342,0.0,1.0,1.0,0
50341,1.0,1.0,0.0,0
50347,1.0,2.0,0.0,0
81655,0.0,0.0,0.0,0
50321,0.0,0.0,0.0,0
50320,2.0,1.0,1.0,0
50301,0.0,1.0,0.0,0
50300,0.0,2.0,2.0,0
50299,1.0,2.0,1.0,0
50298,1.0,1.0,1.0,0
50297,0.0,2.0,1.0,0
50296,2.0,0.0,2.0,0
50302,1.0,1.0,0.0,0
50295,0.0,1.0,0.0,0
50293,0.0,1.0,1.0,0
50292,0.0,0.0,2.0,0
50291,0.0,0.0,1.0,0
50290,0.0,2.0,0.0,0
50289,2.0,1.0,1.0,0
50288,0.0,0.0,1.0,0
50294,0.0,1.0,0.0,0
81651,1.0,1.0,0.0,0
50303,1.0,2.0,0.0,0
50305,1.0,1.0,0.0,0
50319,1.0,2.0,0.0,0
50318,1.0,0.0,0.0,0
50317,0.0,0.0,0.0,0
81656,1.0,1.0,1.0,0
50315,1.0,1.0,1.0,0
50314,1.0,1.0,1.0,0
50304,0.0,1.0,0.0,0
81658,0.0,2.0,1.0,0
50311,0.0,1.0,1.0,0
50310,0.0,1.0,0.0,0
81659,1.0,2.0,1.0,0
50308,0.0,0.0,1.0,0
50307,2.0,2.0,2.0,0
50306,0.0,2.0,1.0,0
50312,0.0,1.0,1.0,0
50356,0.0,1.0,1.0,0
50357,0.0,2.0,0.0,0
50358,1.0,2.0,0.0,0
50408,1.0,1.0,3.0,0
81628,1.0,1.0,1.0,0
50406,1.0,2.0,0.0,0
81630,0.0,2.0,2.0,0
81631,0.0,0.0,2.0,0
50403,1.0,2.0,1.0,0
50409,0.0,1.0,1.0,0
50402,0.0,2.0,1.0,0
50400,2.0,2.0,0.0,0
81634,0.0,0.0,0.0,0
81635,0.0,0.0,1.0,0
50397,0.0,2.0,0.0,0
81637,1.0,1.0,1.0,0
50395,1.0,1.0,1.0,0
81633,0.0,1.0,0.0,0
50394,0.0,2.0,1.0,0
81626,1.0,1.0,1.0,0
50412,1.0,2.0,0.0,0
50426,1.0,1.0,1.0,0
81617,1.0,1.0,0.0,0
50424,1.0,1.0,3.0,0
50423,1.0,1.0,0.0,0
81618,1.0,0.0,1.0,0
81619,0.0,2.0,0.0,0
81625,1.0,1.0,0.0,0
50420,1.0,1.0,1.0,0
50418,1.0,2.0,1.0,0
50417,0.0,0.0,0.0,0
81621,1.0,2.0,0.0,0
50415,0.0,1.0,2.0,0
81622,0.0,2.0,0.0,0
50413,1.0,1.0,0.0,0
50419,1.0,0.0,1.0,0
50428,1.0,2.0,0.0,0
50393,0.0,1.0,2.0,0
50391,1.0,1.0,2.0,0
50372,0.0,0.0,1.0,0
50371,0.0,1.0,0.0,0
50370,1.0,0.0,1.0,0
50369,1.0,2.0,1.0,0
50368,1.0,1.0,0.0,0
81647,1.0,2.0,1.0,0
50373,0.0,0.0,0.0,0
50366,1.0,0.0,0.0,0
50364,0.0,0.0,1.0,0
50363,1.0,0.0,0.0,0
50362,0.0,2.0,0.0,0
81649,0.0,1.0,0.0,0
50360,0.0,1.0,1.0,0
50359,0.0,1.0,1.0,0
81648,1.0,1.0,1.0,0
81638,0.0,2.0,0.0,0
81646,1.0,1.0,1.0,0
50376,0.0,1.0,1.0,0
81639,0.0,0.0,0.0,0
81640,0.0,1.0,0.0,0
50388,1.0,1.0,1.0,0
50387,0.0,2.0,0.0,0
81641,2.0,1.0,1.0,0
50385,0.0,0.0,1.0,0
81644,0.0,2.0,1.0,0
50384,0.0,2.0,0.0,0
50382,0.0,2.0,1.0,0
50381,1.0,1.0,1.0,0
81643,0.0,2.0,1.0,0
50379,1.0,1.0,2.0,0
50378,1.0,1.0,1.0,0
50377,0.0,1.0,1.0,0
81642,0.0,1.0,1.0,0
51427,1.0,2.0,0.0,0
50571,0.0,1.0,0.0,0
50573,0.0,0.0,1.0,0
81478,0.0,1.0,1.0,0
81477,0.0,0.0,0.0,0
81476,1.0,1.0,0.0,0
81474,0.0,2.0,1.0,0
50757,1.0,2.0,1.0,0
50758,0.0,0.0,1.0,0
50759,0.0,1.0,1.0,0
50760,1.0,1.0,2.0,0
50761,1.0,1.0,0.0,0
81471,2.0,2.0,0.0,0
81469,1.0,1.0,1.0,0
50764,0.0,2.0,0.0,0
50765,0.0,0.0,2.0,0
50766,1.0,1.0,1.0,0
50767,1.0,1.0,1.0,0
50768,1.0,1.0,1.0,0
81468,1.0,2.0,0.0,0
81465,1.0,1.0,1.0,0
50782,0.0,1.0,1.0,0
50781,1.0,2.0,0.0,0
81466,0.0,2.0,0.0,0
50779,1.0,1.0,1.0,0
50778,1.0,2.0,1.0,0
81479,1.0,0.0,2.0,0
81467,0.0,0.0,1.0,0
50775,0.0,1.0,0.0,0
50774,0.0,2.0,0.0,0
50773,0.0,1.0,0.0,0
50772,1.0,2.0,0.0,0
50771,0.0,2.0,1.0,0
50770,0.0,0.0,1.0,0
50776,0.0,0.0,1.0,0
81480,1.0,1.0,2.0,0
50750,0.0,1.0,0.0,0
81481,0.0,2.0,0.0,0
81492,1.0,0.0,0.0,0
50729,1.0,0.0,0.0,0
50728,0.0,2.0,1.0,0
50727,0.0,2.0,0.0,0
81493,1.0,2.0,0.0,0
50725,0.0,1.0,1.0,0
50731,1.0,2.0,0.0,0
81494,1.0,1.0,1.0,0
50722,0.0,0.0,1.0,0
50721,0.0,1.0,1.0,0
81500,1.0,1.0,0.0,0
50719,0.0,2.0,1.0,0
50718,1.0,1.0,0.0,0
50717,1.0,0.0,1.0,0
50723,0.0,0.0,3.0,0
50784,1.0,1.0,1.0,0
81490,0.0,1.0,0.0,0
50734,0.0,1.0,0.0,0
81483,1.0,0.0,3.0,0
81484,0.0,2.0,1.0,0
50746,0.0,2.0,0.0,0
81485,0.0,1.0,0.0,0
50744,0.0,0.0,0.0,0
50743,0.0,0.0,1.0,0
50733,0.0,1.0,1.0,0
50742,1.0,1.0,1.0,0
50740,0.0,1.0,1.0,0
81487,0.0,1.0,0.0,0
50738,0.0,1.0,0.0,0
50737,1.0,0.0,1.0,0
50736,0.0,1.0,0.0,0
81488,0.0,0.0,0.0,0
50741,1.0,1.0,0.0,0
81464,2.0,2.0,0.0,0
50786,0.0,1.0,2.0,0
50787,0.0,1.0,1.0,0
